_id,id,brand,model,description,color,date_of_purchase,available
5f9d1b7d34a56350589e0984,37,ford,explorer,excellent,black,2012-03-13T18:30:00.000Z,false
5f9d1b7d34a56350589e0985,38,subaru,crosstrek,excellent,black,2012-07-10T18:30:00.000Z,true
5f9d1b7d34a56350589e0986,39,audi,tt,false,false,2009-03-13T18:30:00.000Z,false
5f9d1b7d34a56350589e0987,40,ford,f250,false,false,2009-10-24T18:30:00.000Z,false
5f9d1b7d34a56350589e0988,41,dodge,grand caravan,good,red,2002-01-08T18:30:00.000Z,false
5f9d1b7d34a56350589e0989,42,chevrolet,cruze lt,good,white,2012-06-26T18:30:00.000Z,false
5f9d1b7d34a56350589e098a,43,subaru,wrx impreza wagon,excellent,false,2008-07-27T18:30:00.000Z,true
5f9d1b7d34a56350589e098b,44,rover,sport,excellent,false,2007-12-14T18:30:00.000Z,true
5f9d1b7d34a56350589e098c,45,lexus,is 250,good,false,2009-12-01T18:30:00.000Z,true
5f9d1b7d34a56350589e098d,46,ford,super duty f-350 drw,excellent,false,2016-09-14T18:30:00.000Z,true
5f9d1b7d34a56350589e098e,47,subaru,forester 2.5x premium awd,excellent,grey,2001-06-20T18:30:00.000Z,true
5f9d1b7d34a56350589e098f,48,ford,super duty f-350 srw king,excellent,false,2012-03-14T18:30:00.000Z,true
5f9d1b7d34a56350589e0990,49,toyota,camry,good,silver,2018-10-10T18:30:00.000Z,true
5f9d1b7d34a56350589e0991,50,dodge,polara,like new,red,2002-09-03T18:30:00.000Z,true
5f9d1b7d34a56350589e0992,51,ford,f450 4x4,false,white,2015-10-04T18:30:00.000Z,true
5f9d1b7d34a56350589e0993,52,subaru,forester,excellent,black,2003-08-26T18:30:00.000Z,true
5f9d1b7d34a56350589e0994,53,honda,civic,good,red,2011-06-10T18:30:00.000Z,false
5f9d1b7d34a56350589e0995,54,ford,super duty f-250 pickup,excellent,false,2001-05-23T18:30:00.000Z,true
5f9d1b7d34a56350589e0996,55,jeep,patriot,false,false,2018-10-15T18:30:00.000Z,true
5f9d1b7d34a56350589e0997,56,ford,f-150 lightning,excellent,false,2013-01-05T18:30:00.000Z,true
5f9d1b7d34a56350589e0998,57,ford,f150 xl,good,red,2007-02-11T18:30:00.000Z,true
5f9d1b7d34a56350589e0999,58,toyota,camry le,good,red,2004-01-18T18:30:00.000Z,false
5f9d1b7d34a56350589e099a,59,false,F350 XLT Super Duty,excellent,black,2008-04-09T18:30:00.000Z,false
5f9d1b7d34a56350589e099b,60,ford,f-350 super duty,excellent,white,2012-05-28T18:30:00.000Z,false
5f9d1b7d34a56350589e099c,61,chevrolet,malibu ls,good,silver,2014-02-09T18:30:00.000Z,false
5f9d1b7d34a56350589e099d,62,dodge,charger,false,false,2015-02-14T18:30:00.000Z,false
5f9d1b7d34a56350589e099e,63,jeep,cherokee,false,white,2015-03-15T18:30:00.000Z,false
5f9d1b7d34a56350589e099f,64,chevrolet,silverado 1500,false,false,2013-09-05T18:30:00.000Z,true
5f9d1b7d34a56350589e09a0,65,ford,f-150,good,blue,2016-11-24T18:30:00.000Z,true
5f9d1b7d34a56350589e09a1,66,chevrolet,sedan,false,false,2007-01-19T18:30:00.000Z,false
5f9d1b7d34a56350589e09a2,67,ram,2500 laramie,excellent,false,2009-05-03T18:30:00.000Z,true
5f9d1b7d34a56350589e09a3,68,false,1996 Corvette,excellent,silver,2010-03-02T18:30:00.000Z,true
5f9d1b7d34a56350589e09a4,69,gmc,sierra denali 2500 hd,excellent,false,2016-10-14T18:30:00.000Z,false
5f9d1b7d34a56350589e09a5,70,hyundai,sante fe gls,good,silver,2015-09-19T18:30:00.000Z,true
5f9d1b7d34a56350589e09a6,71,chevrolet,traverse ltz awd,excellent,black,2017-05-07T18:30:00.000Z,false
5f9d1b7d34a56350589e09a7,72,ford,edge limited awd,false,false,2015-11-26T18:30:00.000Z,false
5f9d1b7d34a56350589e09a8,73,nissan,murano sl,excellent,false,2009-02-09T18:30:00.000Z,true
5f9d1b7d34a56350589e09a9,74,chevrolet,silverado 3500,false,false,2004-12-31T18:30:00.000Z,true
5f9d1b7d34a56350589e09aa,75,jeep,grand cherokee limited 4x4,false,false,2012-02-27T18:30:00.000Z,false
5f9d1b7d34a56350589e09ab,76,subaru,legacy,false,false,2005-01-31T18:30:00.000Z,false
5f9d1b7d34a56350589e09ac,77,chevrolet,malibu,false,false,2011-03-21T18:30:00.000Z,true
5f9d1b7d34a56350589e09ad,78,ford,escape,false,false,2002-08-22T18:30:00.000Z,true
5f9d1b7d34a56350589e09ae,79,chrysler,200,false,false,2016-10-18T18:30:00.000Z,false
5f9d1b7d34a56350589e09af,80,chevrolet,silverado,fair,blue,2002-05-22T18:30:00.000Z,false
5f9d1b7d34a56350589e09b0,81,ford,f-150,false,false,2010-11-10T18:30:00.000Z,true
5f9d1b7d34a56350589e09b1,82,ford,f-150 king ranch 4x4,false,false,2015-04-16T18:30:00.000Z,true
5f9d1b7d34a56350589e09b2,83,lexus,es300,good,black,2008-01-09T18:30:00.000Z,true
5f9d1b7d34a56350589e09b3,84,false,poniac grand am,fair,false,2016-07-30T18:30:00.000Z,true
5f9d1b7d34a56350589e09b4,85,lexus,is250 awd luxury-sport sed,false,false,2016-10-10T18:30:00.000Z,false
5f9d1b7d34a56350589e09b5,86,mini,cooper s w/6-speed manual,false,false,2015-01-07T18:30:00.000Z,true
5f9d1b7d34a56350589e09b6,87,pontiac,g6,good,false,2020-02-07T18:30:00.000Z,false
5f9d1b7d34a56350589e09b7,88,false,PT cruiser,false,false,2012-10-10T18:30:00.000Z,false
5f9d1b7d34a56350589e09b8,89,subaru,forester 2.5i premium,good,white,2004-12-26T18:30:00.000Z,false
5f9d1b7d34a56350589e09b9,90,chevrolet,suburban,excellent,red,2010-04-24T18:30:00.000Z,false
5f9d1b7d34a56350589e09ba,91,subaru,impreza sedan,excellent,black,2019-11-02T18:30:00.000Z,false
5f9d1b7d34a56350589e09bb,92,mercedes-benz,ml350 4matic awd s,false,false,2013-07-16T18:30:00.000Z,false
5f9d1b7d34a56350589e09bc,93,jeep,grand cherokee limited ecod,false,false,2004-09-28T18:30:00.000Z,true
5f9d1b7d34a56350589e09bd,94,chevrolet,cruze lt,like new,red,2002-11-12T18:30:00.000Z,false
5f9d1b7d34a56350589e09be,95,dodge,grand caravan,false,false,2013-06-27T18:30:00.000Z,true
5f9d1b7d34a56350589e09bf,96,chevrolet,impala,good,brown,2016-05-27T18:30:00.000Z,true
5f9d1b7d34a56350589e09c0,97,cadillac,escalade esv platinum,excellent,false,2002-04-04T18:30:00.000Z,false
5f9d1b7d34a56350589e09c1,98,cadillac,escalade ext premium,excellent,false,2016-08-18T18:30:00.000Z,false
5f9d1b7d34a56350589e09c2,99,bmw,640i gran coupe,excellent,false,2010-09-02T18:30:00.000Z,true
5f9d1b7d34a56350589e09c3,100,false,Willys Overland Jeepster,excellent,custom,2007-05-30T18:30:00.000Z,false
5f9d1b7d34a56350589e09c4,101,false,International,good,white,2019-08-16T18:30:00.000Z,true
5f9d1b7d34a56350589e09c5,102,ram,1500,false,false,2010-01-25T18:30:00.000Z,true
5f9d1b7d34a56350589e09c6,103,kia,soul,false,black,2001-01-02T18:30:00.000Z,false
5f9d1b7d34a56350589e09c7,104,chevrolet,silverado 2500hd,false,false,2005-05-22T18:30:00.000Z,false
5f9d1b7d34a56350589e09c8,105,bmw,m3,excellent,false,2013-11-14T18:30:00.000Z,true
5f9d1b7d34a56350589e09c9,106,bmw,x5 xdrive35i premium,excellent,false,2007-02-23T18:30:00.000Z,true
5f9d1b7d34a56350589e09ca,107,ford,f-150,excellent,black,2016-07-15T18:30:00.000Z,true
5f9d1b7d34a56350589e09cb,108,bmw,328i 6-speed manual,excellent,false,2005-01-06T18:30:00.000Z,false
5f9d1b7d34a56350589e09cc,109,bmw,m6,excellent,false,2005-03-17T18:30:00.000Z,false
5f9d1b7d34a56350589e09cd,110,false,Bentley Continental GT,excellent,false,2010-07-10T18:30:00.000Z,true
5f9d1b7d34a56350589e09ce,111,audi,a4 avant 2.0t premium,excellent,false,2015-09-27T18:30:00.000Z,true
5f9d1b7d34a56350589e09cf,112,false,1952 IH,false,false,2016-10-28T18:30:00.000Z,false
5f9d1b7d34a56350589e09d0,113,volvo,xc70,good,silver,2016-01-18T18:30:00.000Z,true
5f9d1b7d34a56350589e09d1,114,nissan,altima 2.5 sl,good,blue,2018-06-18T18:30:00.000Z,false
5f9d1b7d34a56350589e09d2,115,nissan,300zx twin turbo z32,good,silver,2002-11-01T18:30:00.000Z,true
5f9d1b7d34a56350589e09d3,116,audi,a6 3.0t premium,excellent,false,2017-11-24T18:30:00.000Z,false
5f9d1b7d34a56350589e09d4,117,audi,a4 6-spd 2.0t s-line,excellent,false,2009-05-14T18:30:00.000Z,false
5f9d1b7d34a56350589e09d5,118,chevrolet,c-10,excellent,black,2015-04-22T18:30:00.000Z,false
5f9d1b7d34a56350589e09d6,119,ram,1500,fair,red,2011-02-14T18:30:00.000Z,false
5f9d1b7d34a56350589e09d7,120,dodge,grand caravan,false,white,2014-01-18T18:30:00.000Z,false
5f9d1b7d34a56350589e09d8,121,ford,super duty f-250,false,white,2020-06-19T18:30:00.000Z,true
5f9d1b7d34a56350589e09d9,122,audi,a4 2.0t avant apr,excellent,false,2014-02-24T18:30:00.000Z,false
5f9d1b7d34a56350589e09da,123,chevrolet,tahoe,good,black,2017-06-09T18:30:00.000Z,true
5f9d1b7d34a56350589e09db,124,hyundai,elantra,good,grey,2008-02-07T18:30:00.000Z,true
5f9d1b7d34a56350589e09dc,125,ford,bronco,excellent,white,2010-12-28T18:30:00.000Z,true
5f9d1b7d34a56350589e09dd,126,dodge,dakota club cab,fair,grey,2013-10-18T18:30:00.000Z,false
5f9d1b7d34a56350589e09de,127,toyota,camry,like new,white,2015-09-08T18:30:00.000Z,true
5f9d1b7d34a56350589e09df,128,subaru,outback,false,blue,2009-09-22T18:30:00.000Z,true
5f9d1b7d34a56350589e09e0,129,volkswagen,passat,false,false,2005-09-29T18:30:00.000Z,true
5f9d1b7d34a56350589e09e1,130,bmw,328i xdrive,excellent,black,2013-06-30T18:30:00.000Z,true
5f9d1b7d34a56350589e09e2,131,ford,f250 4x4 supercab long bed,false,false,2011-03-03T18:30:00.000Z,true
5f9d1b7d34a56350589e09e3,132,cadillac,sedan deville,good,blue,2011-07-09T18:30:00.000Z,false
5f9d1b7d34a56350589e09e4,133,false,2001 s500,false,false,2014-12-17T18:30:00.000Z,true
5f9d1b7d34a56350589e09e5,134,ford,mustang svt cobra,excellent,false,2003-07-27T18:30:00.000Z,false
5f9d1b7d34a56350589e09e6,135,honda,civic,excellent,blue,2010-08-21T18:30:00.000Z,true
5f9d1b7d34a56350589e09e7,136,nissan,armada,good,blue,2016-09-17T18:30:00.000Z,true
5f9d1b7d34a56350589e09e8,137,chevrolet,corvette,false,silver,2010-05-04T18:30:00.000Z,false
5f9d1b7d34a56350589e09e9,138,jaguar,xjs convertible,excellent,blue,2014-03-01T18:30:00.000Z,true
5f9d1b7d34a56350589e09ea,139,chevrolet,silverado,fair,false,2013-08-18T18:30:00.000Z,true
5f9d1b7d34a56350589e09eb,140,false,BROCKWAY,fair,false,2010-04-13T18:30:00.000Z,true
5f9d1b7d34a56350589e09ec,141,false,MACK R600,false,false,2010-01-04T18:30:00.000Z,false
5f9d1b7d34a56350589e09ed,142,false,INTERNATIONAL 310,salvage,red,2006-08-27T18:30:00.000Z,false
5f9d1b7d34a56350589e09ee,143,chevrolet,corvette,excellent,black,2012-03-26T18:30:00.000Z,false
5f9d1b7d34a56350589e09ef,144,chrysler,300,good,black,2019-01-08T18:30:00.000Z,false
5f9d1b7d34a56350589e09f0,145,ford,f-150,excellent,red,2001-03-11T18:30:00.000Z,false
5f9d1b7d34a56350589e09f1,146,honda,civic coupe,excellent,grey,2019-10-09T18:30:00.000Z,false
5f9d1b7d34a56350589e09f2,147,chevrolet,blazer,excellent,false,2009-10-12T18:30:00.000Z,true
5f9d1b7d34a56350589e09f3,148,chevrolet,silverado,excellent,black,2016-05-21T18:30:00.000Z,true
5f9d1b7d34a56350589e09f4,149,toyota,corolla,good,white,2020-09-13T18:30:00.000Z,true
5f9d1b7d34a56350589e09f5,150,dodge,dart sxt,false,blue,2005-09-03T18:30:00.000Z,true
5f9d1b7d34a56350589e09f6,151,gmc,yukon,false,false,2010-06-05T18:30:00.000Z,false
5f9d1b7d34a56350589e09f7,152,cadillac,coupe de ville,good,white,2011-12-14T18:30:00.000Z,false
5f9d1b7d34a56350589e09f8,153,jeep,wrangler,fair,black,2013-06-10T18:30:00.000Z,true
5f9d1b7d34a56350589e09f9,154,chevrolet,blazer,false,false,2012-02-14T18:30:00.000Z,false
5f9d1b7d34a56350589e09fa,155,jeep,grand cherokee limited,excellent,black,2001-11-03T18:30:00.000Z,true
5f9d1b7d34a56350589e09fb,156,chrysler,sebring convertible,good,red,2010-04-06T18:30:00.000Z,false
5f9d1b7d34a56350589e09fc,157,mercedes-benz,benz glk350 4matic,false,false,2017-09-25T18:30:00.000Z,true
5f9d1b7d34a56350589e09fd,158,toyota,sienna,false,false,2012-02-28T18:30:00.000Z,false
5f9d1b7d34a56350589e09fe,159,toyota,highlander limited,fair,white,2001-07-13T18:30:00.000Z,false
5f9d1b7d34a56350589e09ff,160,chrysler,300c hemi awd,excellent,grey,2016-03-30T18:30:00.000Z,false
5f9d1b7d34a56350589e0a00,161,chevrolet,silverado 1500,excellent,silver,2017-07-06T18:30:00.000Z,false
5f9d1b7d34a56350589e0a01,162,gmc,terrain slt,excellent,grey,2000-12-18T18:30:00.000Z,false
5f9d1b7d34a56350589e0a02,163,ford,f-150,good,grey,2015-04-02T18:30:00.000Z,true
5f9d1b7d34a56350589e0a03,164,ford,f-450,false,false,2007-02-23T18:30:00.000Z,true
5f9d1b7d34a56350589e0a04,165,acura,ilx,like new,grey,2005-09-29T18:30:00.000Z,false
5f9d1b7d34a56350589e0a05,166,false,Grand National,false,false,2017-10-01T18:30:00.000Z,true
5f9d1b7d34a56350589e0a06,167,ford,super duty f-350 srw,excellent,white,2004-01-26T18:30:00.000Z,false
5f9d1b7d34a56350589e0a07,168,gmc,tc8500,excellent,red,2005-03-30T18:30:00.000Z,false
5f9d1b7d34a56350589e0a08,169,false,Oldsmobile Intrigue,excellent,brown,2009-10-06T18:30:00.000Z,true
5f9d1b7d34a56350589e0a09,170,gmc,acadia,excellent,black,2009-11-15T18:30:00.000Z,true
5f9d1b7d34a56350589e0a0a,171,gmc,acadia,excellent,white,2006-03-11T18:30:00.000Z,false
5f9d1b7d34a56350589e0a0b,172,chevrolet,silverado 1500,good,black,2013-02-07T18:30:00.000Z,false
5f9d1b7d34a56350589e0a0c,173,ram,2500,false,false,2015-04-01T18:30:00.000Z,false
5f9d1b7d34a56350589e0a0d,174,toyota,avalon,good,custom,2016-08-25T18:30:00.000Z,true
5f9d1b7d34a56350589e0a0e,175,false,oldsmobile bravada,good,black,2019-10-29T18:30:00.000Z,true
5f9d1b7d34a56350589e0a0f,176,ford,edge sel awd,good,grey,2002-12-16T18:30:00.000Z,true
5f9d1b7d34a56350589e0a10,177,saturn,vue,fair,green,2004-04-14T18:30:00.000Z,true
5f9d1b7d34a56350589e0a11,178,hyundai,genesis,excellent,white,2009-01-04T18:30:00.000Z,false
5f9d1b7d34a56350589e0a12,179,ford,escape,good,blue,2002-07-01T18:30:00.000Z,false
5f9d1b7d34a56350589e0a13,180,chevrolet,silverado 1500,good,false,2016-04-20T18:30:00.000Z,false
5f9d1b7d34a56350589e0a14,181,buick,lacrosse cxl,excellent,black,2014-07-12T18:30:00.000Z,false
5f9d1b7d34a56350589e0a15,182,chevrolet,false,good,custom,2017-02-02T18:30:00.000Z,true
5f9d1b7d34a56350589e0a16,183,nissan,versa,false,false,2011-10-19T18:30:00.000Z,true
5f9d1b7d34a56350589e0a17,184,dodge,dakota,good,purple,2005-08-05T18:30:00.000Z,true
5f9d1b7d34a56350589e0a18,185,hyundai,tucson,like new,blue,2017-10-03T18:30:00.000Z,true
5f9d1b7d34a56350589e0a19,186,jeep,cherokee,false,grey,2017-08-27T18:30:00.000Z,true
5f9d1b7d34a56350589e0a1a,187,kia,soul,excellent,black,2001-06-26T18:30:00.000Z,true
5f9d1b7d34a56350589e0a1b,188,nissan,rogue,false,orange,2001-11-27T18:30:00.000Z,true
5f9d1b7d34a56350589e0a1c,189,nissan,rogue,excellent,silver,2018-09-01T18:30:00.000Z,false
5f9d1b7d34a56350589e0a1d,190,dodge,journey,excellent,white,2013-01-31T18:30:00.000Z,false
5f9d1b7d34a56350589e0a1e,191,ford,f-450 4x4 flatbed truck,false,white,2010-08-01T18:30:00.000Z,true
5f9d1b7d34a56350589e0a1f,192,ford,"f-450 7.3 reg cab 11' crysteel contractor dump",false,white,2010-07-31T18:30:00.000Z,true
5f9d1b7d34a56350589e0a20,193,honda,fit sport,excellent,false,2000-10-27T18:30:00.000Z,false
5f9d1b7d34a56350589e0a21,194,gmc,terrain,excellent,white,2000-10-31T18:30:00.000Z,true
5f9d1b7d34a56350589e0a22,195,chevrolet,express 2500,false,false,2017-04-27T18:30:00.000Z,false
5f9d1b7d34a56350589e0a23,196,ford,fusion,good,silver,2016-07-01T18:30:00.000Z,false
5f9d1b7d34a56350589e0a24,197,ford,focus,false,black,2001-02-24T18:30:00.000Z,false
5f9d1b7d34a56350589e0a25,198,chevrolet,equinox,false,white,2004-11-20T18:30:00.000Z,true
5f9d1b7d34a56350589e0a26,199,chevrolet,express passenger,good,black,2003-07-22T18:30:00.000Z,true
5f9d1b7d34a56350589e0a27,200,chevrolet,express cargo van,good,green,2003-07-22T18:30:00.000Z,false
5f9d1b7d34a56350589e0a28,201,chevrolet,express cargo van,good,white,2001-01-29T18:30:00.000Z,true
5f9d1b7d34a56350589e0a29,202,toyota,prius,false,red,2007-06-22T18:30:00.000Z,true
5f9d1b7d34a56350589e0a2a,203,chevrolet,express passenger,good,blue,2005-01-03T18:30:00.000Z,false
5f9d1b7d34a56350589e0a2b,204,chevrolet,express,good,green,2002-10-11T18:30:00.000Z,false
5f9d1b7d34a56350589e0a2c,205,false,No data No data,good,white,2013-11-20T18:30:00.000Z,false
5f9d1b7d34a56350589e0a2d,206,chevrolet,express cargo van,good,silver,2009-08-28T18:30:00.000Z,false
5f9d1b7d34a56350589e0a2e,207,chevrolet,express passenger,good,black,2011-01-27T18:30:00.000Z,true
5f9d1b7d34a56350589e0a2f,208,chevrolet,express cargo van,good,white,2018-04-01T18:30:00.000Z,true
5f9d1b7d34a56350589e0a30,209,chevrolet,express passenger,good,black,2001-09-27T18:30:00.000Z,false
5f9d1b7d34a56350589e0a31,210,chevrolet,express passenger,good,green,2013-09-22T18:30:00.000Z,false
5f9d1b7d34a56350589e0a32,211,chevrolet,express cargo van,good,white,2015-03-10T18:30:00.000Z,true
5f9d1b7d34a56350589e0a33,212,chevrolet,express passenger,good,black,2001-09-03T18:30:00.000Z,false
5f9d1b7d34a56350589e0a34,213,chevrolet,express cargo van,good,white,2008-01-10T18:30:00.000Z,false
5f9d1b7d34a56350589e0a35,214,chevrolet,express cargo van,good,white,2014-03-11T18:30:00.000Z,true
5f9d1b7d34a56350589e0a36,215,chevrolet,express cargo van,good,white,2003-08-17T18:30:00.000Z,false
5f9d1b7d34a56350589e0a37,216,chevrolet,express cargo van,good,white,2011-04-13T18:30:00.000Z,false
5f9d1b7d34a56350589e0a38,217,chevrolet,express passenger,good,green,2014-08-07T18:30:00.000Z,false
5f9d1b7d34a56350589e0a39,218,buick,enclave,false,brown,2015-12-12T18:30:00.000Z,false
5f9d1b7d34a56350589e0a3a,219,ford,econoline cargo van,good,white,2018-04-19T18:30:00.000Z,true
5f9d1b7d34a56350589e0a3b,220,ford,econoline cargo van,good,white,2019-04-21T18:30:00.000Z,true
5f9d1b7d34a56350589e0a3c,221,chevrolet,express cargo van,good,white,2011-02-11T18:30:00.000Z,false
5f9d1b7d34a56350589e0a3d,222,chevrolet,express cargo van,good,white,2017-10-17T18:30:00.000Z,false
5f9d1b7d34a56350589e0a3e,223,chevrolet,express cargo van,good,red,2009-12-03T18:30:00.000Z,true
5f9d1b7d34a56350589e0a3f,224,chevrolet,express cargo van,good,white,2011-06-19T18:30:00.000Z,true
5f9d1b7d34a56350589e0a40,225,chevrolet,express cargo van,good,white,2004-04-28T18:30:00.000Z,false
5f9d1b7d34a56350589e0a41,226,chevrolet,express cargo van,good,white,2018-01-24T18:30:00.000Z,false
5f9d1b7d34a56350589e0a42,227,chevrolet,express passenger,good,white,2012-09-04T18:30:00.000Z,true
5f9d1b7d34a56350589e0a43,228,ford,mustang,good,white,2011-03-11T18:30:00.000Z,true
5f9d1b7d34a56350589e0a44,229,ford,e150,false,false,2016-10-08T18:30:00.000Z,false
5f9d1b7d34a56350589e0a45,230,chevrolet,express passenger,good,white,2001-07-08T18:30:00.000Z,true
5f9d1b7d34a56350589e0a46,231,ford,econoline wagon,good,white,2012-02-28T18:30:00.000Z,false
5f9d1b7d34a56350589e0a47,232,chevrolet,express passenger,good,green,2004-04-16T18:30:00.000Z,false
5f9d1b7d34a56350589e0a48,233,chevrolet,express passenger,good,white,2018-03-18T18:30:00.000Z,false
5f9d1b7d34a56350589e0a49,234,ford,focus,false,white,2009-02-16T18:30:00.000Z,true
5f9d1b7d34a56350589e0a4a,235,toyota,prius,excellent,green,2018-10-27T18:30:00.000Z,true
5f9d1b7d34a56350589e0a4b,236,lexus,es350,excellent,silver,2017-02-25T18:30:00.000Z,false
5f9d1b7d34a56350589e0a4c,237,ford,edge titanium,excellent,black,2011-08-12T18:30:00.000Z,true
5f9d1b7d34a56350589e0a4d,238,chevrolet,traverse,false,false,2013-09-02T18:30:00.000Z,true
5f9d1b7d34a56350589e0a4e,239,jeep,liberty limited 4wd,excellent,red,2011-10-24T18:30:00.000Z,false
5f9d1b7d34a56350589e0a4f,240,ford,explorer,excellent,silver,2005-04-10T18:30:00.000Z,false
5f9d1b7d34a56350589e0a50,241,kia,optima,excellent,black,2001-06-25T18:30:00.000Z,false
5f9d1b7d34a56350589e0a51,242,nissan,maxima sr,excellent,grey,2007-09-22T18:30:00.000Z,false
5f9d1b7d34a56350589e0a52,243,cadillac,escalade,false,false,2019-03-19T18:30:00.000Z,true
5f9d1b7d34a56350589e0a53,244,chrysler,300,excellent,custom,2014-07-07T18:30:00.000Z,false
5f9d1b7d34a56350589e0a54,245,toyota,corolla,false,black,2003-11-29T18:30:00.000Z,false
5f9d1b7d34a56350589e0a55,246,chevrolet,s-10 blazer suv,excellent,brown,2004-12-19T18:30:00.000Z,true
5f9d1b7d34a56350589e0a56,247,gmc,canyon,false,false,2015-08-09T18:30:00.000Z,false
5f9d1b7d34a56350589e0a57,248,ford,f-350 lifted crew cab lariat sb 4x4 6.7 powerstroke,false,grey,2006-11-29T18:30:00.000Z,true
5f9d1b7d34a56350589e0a58,249,chevrolet,malibu,false,false,2003-07-06T18:30:00.000Z,true
5f9d1b7d34a56350589e0a59,250,ford,focus,false,false,2019-04-01T18:30:00.000Z,true
5f9d1b7d34a56350589e0a5a,251,dodge,grand caravan,false,false,2006-12-12T18:30:00.000Z,false
5f9d1b7d34a56350589e0a5b,252,acura,rsx,good,grey,2011-08-28T18:30:00.000Z,true
5f9d1b7d34a56350589e0a5c,253,chevrolet,silverado,false,false,2017-06-01T18:30:00.000Z,false
5f9d1b7d34a56350589e0a5d,254,toyota,tundra,false,white,2002-03-22T18:30:00.000Z,true
5f9d1b7d34a56350589e0a5e,255,ford,taurus,good,green,2013-08-28T18:30:00.000Z,false
5f9d1b7d34a56350589e0a5f,256,false,FREIGHTLINER FL70,false,red,2017-07-08T18:30:00.000Z,true
5f9d1b7d34a56350589e0a60,257,false,FREIGHTLINER M2,false,false,2015-02-02T18:30:00.000Z,true
