_id,id,customer_id_id,car_id_id,amount,date_of_issue,date_of_return,pickup_location
5fa41cc5efd6802e18045cb0,23,23,352,3500,2019-12-09T18:30:00.000Z,2019-12-16T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cb1,24,24,445,7000,2019-06-19T18:30:00.000Z,2019-07-03T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cb2,25,25,385,7000,2016-08-16T18:30:00.000Z,2016-08-30T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cb3,26,26,8,7000,2016-11-08T18:30:00.000Z,2016-11-22T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cb4,27,27,376,7000,2009-01-25T18:30:00.000Z,2009-02-08T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cb5,28,28,454,3500,2001-05-12T18:30:00.000Z,2001-05-19T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cb6,29,29,316,3500,2018-12-03T18:30:00.000Z,2018-12-10T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cb7,30,30,234,7000,2009-06-15T18:30:00.000Z,2009-06-29T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cb8,31,31,57,7000,2007-06-17T18:30:00.000Z,2007-07-01T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cb9,32,32,104,7000,2005-07-15T18:30:00.000Z,2005-07-29T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cba,33,33,463,7000,2002-04-18T18:30:00.000Z,2002-05-02T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cbb,34,34,255,3500,2013-10-29T18:30:00.000Z,2013-11-05T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cbc,35,35,383,3500,2021-01-05T18:30:00.000Z,2021-01-12T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cbd,36,36,440,7000,2017-02-09T18:30:00.000Z,2017-02-23T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cbe,37,37,473,3500,2001-07-18T18:30:00.000Z,2001-07-25T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cbf,38,38,18,7000,2009-07-29T18:30:00.000Z,2009-08-12T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cc0,39,39,253,3500,2017-06-20T18:30:00.000Z,2017-06-27T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cc1,40,40,442,3500,2020-07-07T18:30:00.000Z,2020-07-14T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cc2,41,41,300,3500,2004-02-25T18:30:00.000Z,2004-03-03T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cc3,42,42,234,3500,2009-05-20T18:30:00.000Z,2009-05-27T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cc4,43,43,159,3500,2001-08-03T18:30:00.000Z,2001-08-10T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cc5,44,44,50,3500,2002-12-24T18:30:00.000Z,2002-12-31T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cc6,45,45,122,3500,2014-04-23T18:30:00.000Z,2014-04-30T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cc7,46,46,231,7000,2012-06-23T18:30:00.000Z,2012-07-07T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cc8,47,47,35,3500,2010-01-05T18:30:00.000Z,2010-01-12T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cc9,48,48,479,7000,2018-07-31T18:30:00.000Z,2018-08-14T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cca,49,49,179,7000,2002-07-06T18:30:00.000Z,2002-07-20T18:30:00.000Z,Store B
5fa41cc5efd6802e18045ccb,50,50,106,3500,2007-09-07T18:30:00.000Z,2007-09-14T18:30:00.000Z,Store B
5fa41cc5efd6802e18045ccc,51,51,140,3500,2010-10-11T18:30:00.000Z,2010-10-18T18:30:00.000Z,Store D
5fa41cc5efd6802e18045ccd,52,52,18,7000,2009-08-20T18:30:00.000Z,2009-09-03T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cce,53,53,390,7000,2008-09-17T18:30:00.000Z,2008-10-01T18:30:00.000Z,Store A
5fa41cc5efd6802e18045ccf,54,54,180,7000,2016-10-02T18:30:00.000Z,2016-10-16T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cd0,55,55,408,3500,2011-01-28T18:30:00.000Z,2011-02-04T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cd1,56,56,198,7000,2005-04-07T18:30:00.000Z,2005-04-21T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cd2,57,57,293,3500,2009-05-29T18:30:00.000Z,2009-06-05T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cd3,58,58,107,7000,2017-01-19T18:30:00.000Z,2017-02-02T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cd4,59,59,175,7000,2020-01-12T18:30:00.000Z,2020-01-26T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cd5,60,60,54,3500,2001-10-29T18:30:00.000Z,2001-11-05T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cd6,61,61,85,7000,2017-01-25T18:30:00.000Z,2017-02-08T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cd7,62,62,310,3500,2010-04-15T18:30:00.000Z,2010-04-22T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cd8,63,63,323,7000,2017-03-30T18:30:00.000Z,2017-04-13T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cd9,64,64,209,7000,2002-01-18T18:30:00.000Z,2002-02-01T18:30:00.000Z,Store B
5fa41cc5efd6802e18045cda,65,65,327,3500,2021-03-09T18:30:00.000Z,2021-03-16T18:30:00.000Z,Store D
5fa41cc5efd6802e18045cdb,66,66,391,3500,2013-03-28T18:30:00.000Z,2013-04-04T18:30:00.000Z,Store C
5fa41cc5efd6802e18045cdc,67,67,440,7000,2017-02-03T18:30:00.000Z,2017-02-17T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cdd,68,68,448,7000,2003-06-25T18:30:00.000Z,2003-07-09T18:30:00.000Z,Store A
5fa41cc5efd6802e18045cde,69,69,393,3500,2003-10-28T18:30:00.000Z,2003-11-04T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cdf,70,70,352,7000,2019-10-07T18:30:00.000Z,2019-10-21T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ce0,71,71,213,7000,2008-06-21T18:30:00.000Z,2008-07-05T18:30:00.000Z,Store C
5fa41cc6efd6802e18045ce1,72,72,225,3500,2004-08-04T18:30:00.000Z,2004-08-11T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ce2,73,73,94,3500,2003-03-06T18:30:00.000Z,2003-03-13T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ce3,74,74,178,7000,2009-01-31T18:30:00.000Z,2009-02-14T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ce4,75,75,7,3500,2012-04-07T18:30:00.000Z,2012-04-14T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ce5,76,76,42,3500,2012-10-09T18:30:00.000Z,2012-10-16T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ce6,77,77,199,7000,2003-12-06T18:30:00.000Z,2003-12-20T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ce7,78,78,471,7000,2013-06-23T18:30:00.000Z,2013-07-07T18:30:00.000Z,Store C
5fa41cc6efd6802e18045ce8,79,79,195,3500,2017-08-29T18:30:00.000Z,2017-09-05T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ce9,80,80,24,7000,2005-08-29T18:30:00.000Z,2005-09-12T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cea,81,81,177,3500,2004-08-09T18:30:00.000Z,2004-08-16T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ceb,82,82,218,7000,2016-03-04T18:30:00.000Z,2016-03-18T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cec,83,83,96,7000,2016-08-03T18:30:00.000Z,2016-08-17T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ced,84,84,403,7000,2013-09-24T18:30:00.000Z,2013-10-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cee,85,85,315,7000,2007-09-02T18:30:00.000Z,2007-09-16T18:30:00.000Z,Store B
5fa41cc6efd6802e18045cef,86,86,445,7000,2019-07-31T18:30:00.000Z,2019-08-14T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cf0,87,87,407,3500,2007-10-29T18:30:00.000Z,2007-11-05T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cf1,88,88,391,3500,2013-04-20T18:30:00.000Z,2013-04-27T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cf2,89,89,381,7000,2012-08-13T18:30:00.000Z,2012-08-27T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cf3,90,90,186,3500,2017-12-18T18:30:00.000Z,2017-12-25T18:30:00.000Z,Store B
5fa41cc6efd6802e18045cf4,91,91,379,7000,2005-06-08T18:30:00.000Z,2005-06-22T18:30:00.000Z,Store B
5fa41cc6efd6802e18045cf5,92,92,88,7000,2013-01-17T18:30:00.000Z,2013-01-31T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cf6,93,93,472,7000,2010-03-02T18:30:00.000Z,2010-03-16T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cf7,94,94,394,7000,2007-12-28T18:30:00.000Z,2008-01-11T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cf8,95,95,27,7000,2010-07-25T18:30:00.000Z,2010-08-08T18:30:00.000Z,Store B
5fa41cc6efd6802e18045cf9,96,96,428,3500,2017-03-29T18:30:00.000Z,2017-04-05T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cfa,97,97,115,7000,2002-11-06T18:30:00.000Z,2002-11-20T18:30:00.000Z,Store B
5fa41cc6efd6802e18045cfb,98,98,133,7000,2015-05-27T18:30:00.000Z,2015-06-10T18:30:00.000Z,Store A
5fa41cc6efd6802e18045cfc,99,99,347,7000,2013-04-12T18:30:00.000Z,2013-04-26T18:30:00.000Z,Store D
5fa41cc6efd6802e18045cfd,100,100,318,3500,2013-02-02T18:30:00.000Z,2013-02-09T18:30:00.000Z,Store C
5fa41cc6efd6802e18045cfe,101,101,57,3500,2007-07-08T18:30:00.000Z,2007-07-15T18:30:00.000Z,Store A
5fa41cc6efd6802e18045cff,102,102,368,7000,2004-10-31T18:30:00.000Z,2004-11-14T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d00,103,103,418,3500,2012-01-23T18:30:00.000Z,2012-01-30T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d01,104,104,201,3500,2001-04-16T18:30:00.000Z,2001-04-23T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d02,105,105,386,7000,2005-10-30T18:30:00.000Z,2005-11-13T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d03,106,106,384,3500,2018-09-23T18:30:00.000Z,2018-09-30T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d04,107,107,139,3500,2013-09-10T18:30:00.000Z,2013-09-17T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d05,108,108,141,3500,2010-01-07T18:30:00.000Z,2010-01-14T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d06,109,109,129,7000,2006-02-23T18:30:00.000Z,2006-03-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d07,110,110,161,3500,2017-09-08T18:30:00.000Z,2017-09-15T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d08,111,111,210,7000,2014-01-24T18:30:00.000Z,2014-02-07T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d09,112,112,144,3500,2019-02-15T18:30:00.000Z,2019-02-22T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d0a,113,113,96,3500,2016-10-05T18:30:00.000Z,2016-10-12T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d0b,114,114,51,3500,2016-02-07T18:30:00.000Z,2016-02-14T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d0c,115,115,188,3500,2002-05-24T18:30:00.000Z,2002-05-31T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d0d,116,116,250,3500,2019-08-03T18:30:00.000Z,2019-08-10T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d0e,117,117,76,7000,2005-08-03T18:30:00.000Z,2005-08-17T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d0f,118,118,115,7000,2003-04-01T18:30:00.000Z,2003-04-15T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d10,119,119,210,7000,2014-02-14T18:30:00.000Z,2014-02-28T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d11,120,120,137,7000,2010-06-12T18:30:00.000Z,2010-06-26T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d12,121,121,284,7000,2008-08-07T18:30:00.000Z,2008-08-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d13,122,122,274,7000,2005-08-02T18:30:00.000Z,2005-08-16T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d14,123,123,474,3500,2002-10-21T18:30:00.000Z,2002-10-28T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d15,124,124,98,3500,2016-10-28T18:30:00.000Z,2016-11-04T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d16,125,125,219,7000,2018-05-25T18:30:00.000Z,2018-06-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d17,126,126,79,3500,2016-11-25T18:30:00.000Z,2016-12-02T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d18,127,127,97,7000,2002-07-04T18:30:00.000Z,2002-07-18T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d19,128,128,427,7000,2006-05-23T18:30:00.000Z,2006-06-06T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d1a,129,129,248,3500,2006-12-14T18:30:00.000Z,2006-12-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d1b,130,130,230,7000,2001-10-31T18:30:00.000Z,2001-11-14T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d1c,131,131,440,3500,2017-03-27T18:30:00.000Z,2017-04-03T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d1d,132,132,341,3500,2015-10-01T18:30:00.000Z,2015-10-08T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d1e,133,133,379,7000,2005-03-01T18:30:00.000Z,2005-03-15T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d1f,134,134,283,3500,2006-01-30T18:30:00.000Z,2006-02-06T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d20,135,135,71,7000,2017-07-08T18:30:00.000Z,2017-07-22T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d21,136,136,473,7000,2001-07-03T18:30:00.000Z,2001-07-17T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d22,137,137,114,3500,2018-07-03T18:30:00.000Z,2018-07-10T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d23,138,138,90,7000,2010-11-09T18:30:00.000Z,2010-11-23T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d24,139,139,130,7000,2013-11-18T18:30:00.000Z,2013-12-02T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d25,140,140,364,3500,2019-06-06T18:30:00.000Z,2019-06-13T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d26,141,141,312,7000,2012-05-18T18:30:00.000Z,2012-06-01T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d27,142,142,25,3500,2003-03-29T18:30:00.000Z,2003-04-05T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d28,143,143,372,7000,2011-07-19T18:30:00.000Z,2011-08-02T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d29,144,144,25,3500,2003-02-05T18:30:00.000Z,2003-02-12T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d2a,145,145,259,3500,2008-07-01T18:30:00.000Z,2008-07-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d2b,146,146,25,7000,2003-02-20T18:30:00.000Z,2003-03-06T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d2c,147,147,345,3500,2006-06-11T18:30:00.000Z,2006-06-18T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d2d,148,148,327,7000,2020-12-17T18:30:00.000Z,2020-12-31T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d2e,149,149,356,3500,2018-08-08T18:30:00.000Z,2018-08-15T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d2f,150,150,300,7000,2004-05-11T18:30:00.000Z,2004-05-25T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d30,151,151,156,7000,2010-08-20T18:30:00.000Z,2010-09-03T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d31,152,152,14,7000,2011-12-26T18:30:00.000Z,2012-01-09T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d32,153,153,389,7000,2019-07-04T18:30:00.000Z,2019-07-18T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d33,154,154,121,7000,2020-09-24T18:30:00.000Z,2020-10-08T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d34,155,155,256,7000,2017-11-27T18:30:00.000Z,2017-12-11T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d35,156,156,51,3500,2016-03-16T18:30:00.000Z,2016-03-23T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d36,157,157,287,3500,2010-06-01T18:30:00.000Z,2010-06-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d37,158,158,171,7000,2006-04-28T18:30:00.000Z,2006-05-12T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d38,159,159,429,7000,2010-12-13T18:30:00.000Z,2010-12-27T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d39,160,160,50,3500,2003-01-07T18:30:00.000Z,2003-01-14T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d3a,161,161,188,3500,2002-03-31T18:30:00.000Z,2002-04-07T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d3b,162,162,105,3500,2013-11-18T18:30:00.000Z,2013-11-25T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d3c,163,163,173,3500,2015-10-03T18:30:00.000Z,2015-10-10T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d3d,164,164,7,7000,2012-05-01T18:30:00.000Z,2012-05-15T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d3e,165,165,90,3500,2010-05-02T18:30:00.000Z,2010-05-09T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d3f,166,166,150,3500,2006-01-10T18:30:00.000Z,2006-01-17T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d40,167,167,316,7000,2019-02-15T18:30:00.000Z,2019-03-01T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d41,168,168,80,3500,2002-12-01T18:30:00.000Z,2002-12-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d42,169,169,371,3500,2019-08-14T18:30:00.000Z,2019-08-21T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d43,170,170,81,3500,2011-01-06T18:30:00.000Z,2011-01-13T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d44,171,171,95,7000,2013-09-19T18:30:00.000Z,2013-10-03T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d45,172,172,75,3500,2012-05-18T18:30:00.000Z,2012-05-25T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d46,173,173,403,3500,2014-01-21T18:30:00.000Z,2014-01-28T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d47,174,174,410,3500,2006-07-11T18:30:00.000Z,2006-07-18T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d48,175,175,207,3500,2011-06-18T18:30:00.000Z,2011-06-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d49,176,176,437,7000,2018-11-29T18:30:00.000Z,2018-12-13T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d4a,177,177,60,7000,2012-12-01T18:30:00.000Z,2012-12-15T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d4b,178,178,203,3500,2005-07-01T18:30:00.000Z,2005-07-08T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d4c,179,179,149,7000,2020-09-17T18:30:00.000Z,2020-10-01T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d4d,180,180,325,3500,2011-10-16T18:30:00.000Z,2011-10-23T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d4e,181,181,104,7000,2005-10-18T18:30:00.000Z,2005-11-01T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d4f,182,182,319,7000,2002-02-05T18:30:00.000Z,2002-02-19T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d50,183,183,66,3500,2007-05-18T18:30:00.000Z,2007-05-25T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d51,184,184,219,7000,2018-09-13T18:30:00.000Z,2018-09-27T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d52,185,185,464,7000,2006-12-10T18:30:00.000Z,2006-12-24T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d53,186,186,490,3500,2015-03-18T18:30:00.000Z,2015-03-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d54,187,187,354,3500,2006-01-15T18:30:00.000Z,2006-01-22T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d55,188,188,320,7000,2017-07-19T18:30:00.000Z,2017-08-02T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d56,189,189,75,7000,2012-05-16T18:30:00.000Z,2012-05-30T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d57,190,190,326,3500,2015-07-11T18:30:00.000Z,2015-07-18T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d58,191,191,201,7000,2001-07-25T18:30:00.000Z,2001-08-08T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d59,192,192,38,7000,2012-11-18T18:30:00.000Z,2012-12-02T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d5a,193,193,470,3500,2002-07-19T18:30:00.000Z,2002-07-26T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d5b,194,194,386,7000,2005-08-13T18:30:00.000Z,2005-08-27T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d5c,195,195,68,3500,2010-08-31T18:30:00.000Z,2010-09-07T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d5d,196,196,239,3500,2012-01-17T18:30:00.000Z,2012-01-24T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d5e,197,197,212,7000,2001-09-20T18:30:00.000Z,2001-10-04T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d5f,198,198,478,3500,2013-08-08T18:30:00.000Z,2013-08-15T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d60,199,199,362,7000,2017-02-25T18:30:00.000Z,2017-03-11T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d61,200,200,255,3500,2014-03-04T18:30:00.000Z,2014-03-11T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d62,201,201,253,7000,2017-11-05T18:30:00.000Z,2017-11-19T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d63,202,202,468,3500,2013-08-25T18:30:00.000Z,2013-09-01T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d64,203,203,17,3500,2016-05-04T18:30:00.000Z,2016-05-11T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d65,204,204,108,3500,2005-06-02T18:30:00.000Z,2005-06-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d66,205,205,15,7000,2014-05-06T18:30:00.000Z,2014-05-20T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d67,206,206,222,3500,2018-04-16T18:30:00.000Z,2018-04-23T18:30:00.000Z,Store C
5fa41cc6efd6802e18045d68,207,207,34,3500,2007-10-05T18:30:00.000Z,2007-10-12T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d69,208,208,286,7000,2019-07-05T18:30:00.000Z,2019-07-19T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d6a,209,209,164,3500,2007-03-27T18:30:00.000Z,2007-04-03T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d6b,210,210,157,3500,2018-04-12T18:30:00.000Z,2018-04-19T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d6c,211,211,126,7000,2013-10-23T18:30:00.000Z,2013-11-06T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d6d,212,212,339,3500,2008-10-25T18:30:00.000Z,2008-11-01T18:30:00.000Z,Store D
5fa41cc6efd6802e18045d6e,213,213,140,7000,2010-05-11T18:30:00.000Z,2010-05-25T18:30:00.000Z,Store A
5fa41cc6efd6802e18045d6f,214,214,358,3500,2018-11-23T18:30:00.000Z,2018-11-30T18:30:00.000Z,Store B
5fa41cc6efd6802e18045d70,215,215,257,7000,2015-05-18T18:30:00.000Z,2015-06-01T18:30:00.000Z,Store A
